id;x;y;sp
998;31.269836;20.002956;27
999;45.036701;18.907726;27
1000;12.622400;91.164528;27
1001;30.202539;7.445800;27
1002;13.422982;48.232353;30
1003;0.045265;87.283989;27
1004;93.505920;31.875921;30
1005;70.555771;64.687515;7
1006;45.731293;19.767784;27
1007;11.847901;61.120537;24
1008;52.340183;78.478432;10
1009;47.418930;18.173706;27
1010;33.432220;2.742498;27
1011;98.192749;91.825623;1
1012;80.181610;10.734389;36
1013;44.464184;19.601343;27
1014;26.280134;1.181641;27
1015;89.776505;72.364449;7
1016;97.853584;37.634262;30
1017;21.495621;98.857841;27
1018;57.383930;22.495325;27
1019;25.403601;61.841732;24
1020;90.281891;50.130806;7
1021;2.949188;43.341568;30
1022;95.287621;39.242466;30
1023;6.349289;54.838909;30
1024;8.140785;87.861237;27
1025;67.351776;37.947449;27
1026;39.387772;1.438499;27
1027;54.276196;33.710560;27
1028;36.648018;67.362030;24
1029;48.507725;22.479351;27
1030;3.996387;25.433254;30
1031;37.567802;2.211493;27
1032;43.308769;20.802235;27
1033;93.428421;10.289517;36
1034;99.427361;89.076599;1
1035;62.770943;43.908726;35
1036;94.051102;49.549942;27
1037;86.186058;5.491728;36
1038;33.263451;9.188126;27
1039;26.716349;98.242523;27
1040;3.282600;90.286560;1
1041;7.530849;87.429695;27
1042;35.658882;9.555765;27
1043;10.556673;79.260048;27
1044;37.428425;12.017278;27
1045;63.122169;34.235981;27
1046;33.882797;8.553725;27
1047;0.236009;41.906109;30
1048;64.434219;15.468008;3
1049;8.549919;44.749744;30
1050;57.478848;26.132240;27
1051;12.631071;99.925926;27
1052;4.155086;95.448036;9
1053;69.776779;76.208229;1
1054;96.264748;83.047188;9
1055;30.997654;0.893311;27
1056;58.587410;4.421203;36
1057;35.650719;8.285065;27
1058;30.321535;3.498451;27
1059;94.979958;50.134922;27
1060;82.515442;88.091240;22
1061;4.896918;88.117111;27
1062;26.997183;44.331108;25
1063;73.020851;73.346703;1
1064;59.567352;30.458200;27
1065;23.788769;5.104942;27
1066;83.198830;14.187389;36
1067;6.551695;96.551315;9
1068;99.018990;56.657379;7
1069;96.931122;55.419628;27
1070;88.267471;15.540094;36
1071;96.749146;21.166206;36
1072;21.248093;8.264021;27
1073;30.500587;15.654778;27
1074;7.616381;85.362381;27
1075;15.490282;98.376541;27
1076;4.600369;90.609528;9
1077;72.416885;71.424080;1
1078;55.531307;34.172443;27
1079;75.452499;71.333122;1
1080;57.249474;36.147823;27
1081;19.330635;48.320644;30
1082;6.095766;84.194565;27
1083;34.587368;18.906916;27
1084;57.171768;24.533337;27
1085;36.506126;2.360720;27
1086;83.523132;8.887178;36
1087;17.574141;93.961311;27
1088;20.913553;4.285927;27
1089;76.151741;65.991203;7
1090;35.269203;12.316976;27
1091;81.332329;13.774142;36
1092;30.778013;14.035508;27
1093;24.057457;3.311145;27
1094;82.180496;67.416229;7
1095;75.396652;67.899818;1
1096;12.662858;78.139526;27
1097;79.398087;35.320862;30
1098;13.416291;98.517052;27
1099;76.357109;63.913113;10
1100;99.861832;59.617298;30
1101;82.532822;7.182683;36
1102;86.652092;72.896637;7
1103;42.219902;16.787909;27
1104;32.388824;14.879909;27
1105;87.032455;14.947535;36
1106;50.346344;81.104851;40
1107;35.240009;9.250093;27
1108;6.873575;86.753746;27
1109;57.398129;36.855713;27
1110;83.065392;14.961031;36
1111;59.535995;24.643166;27
1112;51.713417;18.846752;27
1113;30.092827;2.118767;27
1114;62.814693;29.021523;27
1115;36.973629;2.024098;27
1116;43.450783;19.488417;27
1117;7.160175;81.657684;27
1118;0.505791;0.130058;30
1119;69.052841;3.028801;36
1120;28.235971;12.985767;27
1121;39.411621;5.087985;27
1122;20.913553;4.285927;27
1123;9.403866;40.723480;30
1124;68.036209;74.770950;1
1125;4.541158;37.217056;30
1126;72.465439;39.415936;27
1127;49.017803;26.819880;27
1128;89.547493;99.123260;1
1129;50.063835;23.239424;27
1130;9.057156;85.482285;27
1131;99.003929;32.861923;30
1132;58.878788;28.419760;33
1133;32.336578;11.407095;27
1134;83.760826;35.201744;30
1135;31.332083;5.648321;27
1136;2.994638;68.389328;7
1137;10.327996;87.422379;27
1138;24.010952;99.014076;27
1139;1.902435;27.642555;36
1140;29.046089;96.641785;27
1141;18.659124;88.793427;27
1142;93.052879;33.652885;30
1143;41.760849;16.094866;27
1144;33.125744;2.734518;27
1145;60.693851;81.952980;10
1146;39.552776;5.452870;27
1147;66.357452;72.848701;1
1148;40.023453;11.856950;27
1149;41.702465;8.244081;27
1150;70.864326;68.059761;7
1151;64.488724;53.063553;7
1152;87.865814;12.594624;36
1153;70.085838;73.409950;1
1154;61.457577;96.630035;36
1155;15.379705;1.147255;27
1156;12.219526;1.046272;27
1157;87.101654;18.804447;36
1158;76.511101;7.236203;36
1159;74.721344;9.600279;36
1160;36.890469;13.037040;27
1161;6.284801;0.053383;27
1162;82.803810;9.139992;36
1163;87.138229;15.772428;36
1164;0.927170;69.441444;7
1165;36.724781;18.507668;27
1166;89.349754;4.692075;36
1167;72.816238;68.294052;1
1168;58.845211;33.707348;27
1169;6.412402;81.058456;27
1170;24.644413;2.703636;27
1171;12.552050;44.972095;30
1172;94.508553;33.125206;39
1173;59.770351;93.208183;30
1174;64.396996;26.086685;27
1175;14.512214;88.362320;5
1176;8.210508;94.648773;27
1177;13.315430;90.098152;0
1178;14.357267;98.657837;27
1179;0.348564;41.335396;30
1180;22.396547;92.832840;27
1181;96.504333;31.212723;30
1182;1.369286;46.759644;30
1183;58.704617;39.872147;27
1184;60.836697;99.890755;36
1185;31.386799;0.921700;27
1186;63.022488;3.947716;36
1187;30.166681;13.812507;27
1188;52.352196;30.474955;27
1189;13.005144;44.667469;30
1190;5.217298;42.266697;30
1191;11.981010;98.140564;27
1192;70.554428;1.445166;36
1193;93.138474;15.063560;36
1194;21.682337;9.712116;27
1195;13.206786;0.224876;27
1196;29.693474;15.212615;27
